of,tren,sku,fecha_fin,oee,disponibilidad,rendimiento,ineficiencia,familia,marca,cerveza,envase,tipo_envase,cambios,mat_precio,par_tot,pnp,limpieza,idle,h_tot,hl,uds,maintenance_flag,tipo_cambio,ch_brand,ch_envase,ch_volume,ch_palet,ch_product,ch_cap,ch_primary,ch_secondary,par_tot_min,pnp_min,limpieza_min,idle_min
0000704815-1,14.0,3BNEBL23,2025-12-18,0.42475931352030144,0.5742570113018,0.739667614257599,0.14949769778149855,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P",6.966944444444445,5.336111111111111,0.0,1.6308333333333334,14.903055555555556,1116.25,338258.0,1,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,418.01666666666665,320.1666666666667,0.0,97.85
PRT9900015422-M,14.0,3BNEBL23,2025-02-03,0.45996089092383274,0.5158582534458912,0.8916420118343196,0.05589736252205847,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,SI,"BEER EMD BRAU 4,5º 33CL L P12 P",2.8236111111111115,2.0030555555555556,0.0,0.0038888888888888888,5.828055555555555,530.44,160739.0,0,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,169.41666666666669,120.18333333333334,0.0,0.23333333333333334
PRT9900015832-M,14.0,3BNEBL23,2025-05-26,0.5597344166339056,0.6777544809912782,0.8258660508083141,0.11802006435737271,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P",24.306666666666665,24.30472222222222,0.0,0.0019444444444444444,76.31194444444445,8457.29,2562815.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1458.3999999999999,1458.2833333333333,0.0,0.11666666666666667
PRT9900016359-M,14.0,3BNEBL23,2025-08-11,0.36510586628215835,0.5184702400349986,0.7041983089666098,0.1533643737528403,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P",29.385277777777777,29.370277777777776,0.0,0.015,62.23972222222222,4498.31,1363125.0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.1166666666666,1762.2166666666665,0.0,0.8999999999999999
PRT9900016561-M,14.0,3BNEBL23,2025-10-09,0.2678055243295327,0.4232174401798619,0.6327847080586254,0.1554119158503292,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P",7.592777777777778,7.590277777777778,0.0,0.0025,13.840277777777779,733.8,222364.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,455.56666666666666,455.4166666666667,0.0,0.15
PRT9900016593-M,19.0,3BNEBL23,2025-10-20,0.4795787463826486,0.7323309167934604,0.6548661750926793,0.25275217041081177,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P",3.627777777777778,1.2413888888888889,1.0144444444444445,1.1355555555555557,10.446388888888889,1326.19,401876.0,1,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,217.66666666666669,74.48333333333333,60.86666666666667,68.13333333333334
0000653903-1,14.0,3BNEBL24,2025-09-07,0.5328092521992691,0.740865521963137,0.7191713427120177,0.20805626976386796,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P CN",14.613888888888889,14.613888888888889,0.0,0.0,56.395,5949.51,1802883.0,1,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,876.8333333333334,876.8333333333334,0.0,0.0
0000676481-1,19.0,3BNEBL24,2025-10-18,0.4192886220934245,0.782619195473677,0.5357504959224157,0.36333057338025254,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P CN",3.261388888888889,3.261388888888889,0.0,0.0,16.10333333333333,2005.33,607677.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,195.68333333333334,195.68333333333334,0.0,0.0
PRT9900016557-M,14.0,3BNEBL24,2025-10-12,0.5002158162478804,0.7302810749704537,0.6849634112018013,0.23006525872257336,130012PCDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 P CN",14.244166666666667,14.244166666666667,0.0,0.0,54.05833333333333,5354.1,1622455.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,854.65,854.65,0.0,0.0
0000636128-1,19.0,3BNEBLD2,2025-08-08,0.4442039992509208,0.7662456563806987,0.579714867617108,0.322041657129778,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",2.4402777777777778,2.3958333333333335,0.044444444444444446,0.0,13.349722222222223,1761.22,533704.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,146.41666666666666,143.75,2.666666666666667,0.0
0000643176-1,19.0,3BNEBLD2,2025-08-09,0.33544303797468356,0.550472454983063,0.609372975774064,0.21502941700837938,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",9.356666666666666,5.916388888888889,0.12222222222222222,2.352777777777778,17.933333333333334,1552.27,470385.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,561.4,354.98333333333335,7.333333333333333,141.16666666666669
0000653904-1,14.0,3BNEBLD2,2025-09-05,0.4651309941696672,0.649918897610116,0.7156754417821185,0.18478790344044874,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",19.03833333333333,19.0325,0.0,0.005833333333333334,55.32,5094.26,1543716.0,1,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1142.2999999999997,1141.9499999999998,0.0,0.35000000000000003
0000664542-1,14.0,3BNEBLD2,2025-09-25,0.5138235042369254,0.6735712859140061,0.7628346323280244,0.15974778167708065,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",3.1780555555555554,2.852777777777778,0.01,0.0,9.735833333333334,990.51,300154.0,1,Contenido,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,190.68333333333334,171.16666666666669,0.6,0.0
0000676308-1,14.0,3BNEBLD2,2025-10-13,0.5047023104265402,0.7392069016587678,0.6827619023767186,0.2345045912322275,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",3.9130555555555557,3.9130555555555557,0.0,0.0,15.004444444444445,1499.44,454376.0,1,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,234.78333333333333,234.78333333333333,0.0,0.0
0000694993-1,14.0,3BNEBLD2,2025-11-16,0.4951752043008308,0.7729561392541741,0.6406252297557604,0.2777809349533433,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",5.252777777777777,5.248611111111111,0.0,0.004166666666666667,24.44388888888889,2396.22,726126.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,315.16666666666663,314.91666666666663,0.0,0.25
PRT9900016513-M,14.0,3BNEBLD2,2025-09-27,0.4764998917045701,0.6686159844054581,0.7126660187884678,0.19211609270088803,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",0.425,0.27305555555555555,0.0,0.0,1.2825,121.02,36673.0,0,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.5,16.383333333333333,0.0,0.0
PRT9900016582-M,14.0,3BNEBLD2,2025-10-14,0.5090940956535286,0.7161551643558187,0.7108712203611051,0.20706106870229007,130012MPDF0000,EMD BRAU,K013301,KR6BNEB9,LATA 1/3 SR.,NO,"BEER EMD BRAU 4,5º 33CL L P12 MP",8.097777777777777,8.097777777777777,0.0,0.0,28.52888888888889,2875.75,871440.0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.8666666666666,485.8666666666666,0.0,0.0
0000655835-1,19.0,3BNHJLB2,2025-09-15,0.6573062023346591,0.7377941777004382,0.8909072776683538,0.08048797536577919,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",25.080833333333334,19.103055555555557,0.31777777777777777,5.66,81.16472222222222,14740.1,4466695.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1504.8500000000001,1146.1833333333334,19.066666666666666,339.6
0000657729-1,19.0,3BNHJLB2,2025-09-08,0.7663568568384703,0.8739147471927311,0.8769240469968402,0.1075578903542608,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",8.519166666666667,4.950277777777778,0.0,3.568888888888889,48.937222222222225,10326.2,3129151.0,0,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,511.15000000000003,297.01666666666665,0.0,214.13333333333333
0000657932-1,19.0,3BNHJLB2,2025-09-03,0.6903799443292024,0.7552257858624541,0.9141371458083902,0.06484584153325178,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",6.961944444444445,6.1819444444444445,0.5055555555555555,0.27444444444444444,31.609444444444446,6425.08,1946993.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,417.7166666666667,370.9166666666667,30.333333333333332,16.466666666666665
0000661648-1,19.0,3BNHJLB2,2025-09-09,0.779874743434556,0.8602178832693016,0.9066014071581523,0.08034313983474554,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",5.990833333333333,3.678611111111111,0.0,2.312222222222222,28.7025,6112.65,1852318.0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.45,220.71666666666667,0.0,138.73333333333332
0000688633-1,19.0,3BNHJLB2,2025-10-31,0.7805224614711991,0.8040222975188546,0.9707721587819467,0.02349983604765548,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",0.9969444444444444,0.2972222222222222,0.04027777777777778,0.0008333333333333334,5.083611111111111,1178.28,357055.0,1,Contenido,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,59.81666666666666,17.833333333333332,2.416666666666667,0.05
0000690753-1,19.0,3BNHJLB2,2025-11-05,0.8110035557077672,0.8707454898919186,0.9313899010931806,0.05974193418415141,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",4.344166666666667,3.2225,0.04611111111111111,1.0755555555555556,28.6525,6642.42,2012856.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.65000000000003,193.35000000000002,2.7666666666666666,64.53333333333333
PRT9900016492-M,19.0,3BNHJLB2,2025-09-16,0.6143507030603804,0.7583402260821616,0.8101254317396837,0.14398952302178109,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",0.9738888888888888,0.7013888888888888,0.0,0.0,4.03,735.33,222827.0,0,Tapa/Tapón,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.43333333333333,42.08333333333333,0.0,0.0
PRT9900016651-M,19.0,3BNHJLB2,2025-11-02,0.8335525925925926,0.8820859259259259,0.9449789052212937,0.04853333333333333,130024PCTR0000,SHEKELS,K013301,KR6BNHJ2,LATA 1/3 SR.,NO,"BEER SHEKELS 4,5º 33CL L B24SH P CU X",5.246388888888889,5.246388888888889,0.0,0.0,46.875,11604.7,3516567.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,314.78333333333336,314.78333333333336,0.0,0.0
0000552270-1,19.0,3BNIGLB0,2025-03-10,,0.0,,0.0,130024PCTR0000,INNIS & GUNN,K017400,KR6BNIG0,LATA 1/3 SR.,NO,"BEER INNIS&GUNN 4,6% 33CL L B24SH P X",0.7538888888888888,0.0,0.014722222222222222,0.7391666666666666,0.7538888888888889,0.0,0.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,45.23333333333333,0.0,0.8833333333333333,44.35
0000554375-1,19.0,3BNIGLB0,2025-03-11,0.6530654948734045,0.7423101067168864,0.8797744890768147,0.0892446118434819,130024PCTR0000,INNIS & GUNN,K017400,KR6BNIG0,LATA 1/3 SR.,SI,"BEER INNIS&GUNN 4,6% 33CL L B24SH P X",1.3683333333333332,0.8302777777777778,0.0,0.0,5.31,1029.93,312101.0,0,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,82.1,49.81666666666667,0.0,0.0
0000566092-1,19.0,3BNIGLB0,2025-04-04,0.5743774263800777,0.6950099422403182,0.8264305177111717,0.12063251586024051,130024PCTR0000,INNIS & GUNN,K017400,KR6BNIG0,LATA 1/3 SR.,NO,"BEER INNIS&GUNN 4,6% 33CL L B24SH P X",1.7894444444444444,1.3019444444444443,0.0,0.0,5.867222222222222,1000.94,303316.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,107.36666666666666,78.11666666666666,0.0,0.0
0000574778-1,19.0,3BNIGLB0,2025-04-27,0.5055694476017276,0.5673448511025233,0.8911148953220475,0.061775403500795634,130024PCTR0000,INNIS & GUNN,K017400,KR6BNIG0,LATA 1/3 SR.,NO,"BEER INNIS&GUNN 4,6% 33CL L B24SH P X",2.1147222222222224,1.6894444444444445,0.0,0.0,4.887777777777778,733.99,222420.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,126.88333333333334,101.36666666666667,0.0,0.0
PRT9900015831-M,14.0,3BNIGLB0,2025-05-23,0.5558747135217723,0.6899006875477464,0.8057314966558887,0.13402597402597402,130024PCTR0000,INNIS & GUNN,K017400,KR6BNIG0,LATA 1/3 SR.,SI,"BEER INNIS&GUNN 4,6% 33CL L B24SH P X",2.4125,2.4125,0.0,0.0,9.090277777777779,1000.51,303186.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,144.75,144.75,0.0,0.0
0000689276-1,19.0,3BNILLB1,2025-11-03,0.4746924763039105,0.5254576573150104,0.9033886359740185,0.05076518101109988,130024PCTR0000,SANTA ISABEL,K013301,KR6BNIL1,LATA 1/3 SR.,NO,"B. SANTA ISABEL 4,5º 33CL L B24SH P X",12.938888888888888,8.580833333333333,4.358055555555556,0.0,27.753055555555555,3912.81,1185699.0,1,Marca,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,776.3333333333333,514.8499999999999,261.48333333333335,0.0
0000700676-1,14.0,3BNILLB1,2025-12-04,0.5446910143460449,0.7727488414026541,0.7048745791159644,0.22805782705660915,130024PCTR0000,SANTA ISABEL,K013301,KR6BNIL1,LATA 1/3 SR.,NO,"B. SANTA ISABEL 4,5º 33CL L B24SH P X",6.479166666666667,6.479166666666667,0.0,0.0,35.12388888888889,3788.08,1147904.0,1,Pack. Secundario,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,388.75,388.75,0.0,0.0
0000620572-1,14.0,3BNMSLB0,2025-07-18,,0.0,,0.0,130624PATRCT00,MARK SPENCER,K013202,KR61500,LATA 1/3 SR.,NO,"BEER MARK SPENCER 4,5º 33CL L B4X6 IP X",4.205277777777777,0.004722222222222222,3.5102777777777776,0.6902777777777778,4.205277777777778,0.0,0.0,0,Pack. Secundario,1.0,,,1.0,1.0,,1.0,1.0,252.3166666666666,0.2833333333333333,210.61666666666665,41.416666666666664
0000683990-1,14.0,3BNMSLB0,2025-10-22,0.2572073572406646,0.3913622737870545,0.6572104018912529,0.13415491654638984,130624PATRCT00,MARK SPENCER,K013202,KR61500,LATA 1/3 SR.,NO,"BEER MARK SPENCER 4,5º 33CL L B4X6 IP X",4.379444444444444,4.379444444444444,0.0,0.0,7.505833333333333,382.27,115839.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,262.76666666666665,262.76666666666665,0.0,0.0
0000705390-1,14.0,3BNMSLB0,2025-12-20,0.40772114984029995,0.613317594778503,0.6647798030114344,0.20559644493820303,130624PATRCT00,MARK SPENCER,K013202,KR61500,LATA 1/3 SR.,NO,"BEER MARK SPENCER 4,5º 33CL L B4X6 IP X",1.1725,0.9277777777777778,0.0,0.24472222222222223,4.245277777777778,322.96,97867.0,0,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,70.35000000000001,55.66666666666667,0.0,14.683333333333334
PRT9900016073-M,14.0,3BNMSLB0,2025-07-18,0.2243499173305276,0.2925296858560048,0.7669304285273867,0.06817976852547723,130624PATRCT00,MARK SPENCER,K013202,KR61500,LATA 1/3 SR.,NO,"BEER MARK SPENCER 4,5º 33CL L B4X6 IP X",6.769166666666666,6.3052777777777775,0.0,0.0,9.240277777777777,410.49,124390.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,406.15,378.31666666666666,0.0,0.0
0000543295-1,19.0,3BNULLB0,2025-02-21,0.8691355629913411,0.9092510870795144,0.9558806971383195,0.04011552408817333,130024PCTR0000,UNLAGUER,K013201,KR6BNUL3,LATA 1/3 SR.,SI,BEER UNLAGUER 5º 33CL L B24SH P X,4.111666666666666,4.111666666666666,0.0,0.0,51.5525,13307.4,4032557.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,246.7,246.7,0.0,0.0
0000543978-1,19.0,3BNULLB0,2025-02-28,0.6816073245167854,0.7400406917599186,0.9210403321144806,0.05843336724313326,130024PCTR0000,UNLAGUER,K013201,KR6BNUL3,LATA 1/3 SR.,NO,BEER UNLAGUER 5º 33CL L B24SH P X,3.4094444444444445,2.694166666666667,0.0,0.7152777777777778,14.368055555555555,2763.88,837540.0,0,Volumen Envase,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,204.56666666666666,161.65,0.0,42.916666666666664
0000574779-1,19.0,3BNULLB0,2025-05-09,0.6436371588284335,0.7095821886916233,0.9070649870950345,0.06594502986318969,130024PCTR0000,UNLAGUER,K013201,KR6BNUL3,LATA 1/3 SR.,NO,BEER UNLAGUER 5º 33CL L B24SH P X,5.097222222222222,5.097222222222222,0.0,0.0,20.324166666666667,3885.18,1177326.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,305.8333333333333,305.8333333333333,0.0,0.0
0000695145-1,19.0,3BNULLB0,2025-11-15,0.5613068321239527,0.6768605181056543,0.8292799138216772,0.11555368598170154,130024PCTR0000,UNLAGUER,K013201,KR6BNUL3,LATA 1/3 SR.,NO,BEER UNLAGUER 5º 33CL L B24SH P X,11.409166666666666,11.00611111111111,0.40305555555555556,0.0,39.62083333333333,6605.16,2001563.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,684.55,660.3666666666666,24.183333333333334,0.0
0000695146-1,19.0,3BNULLB0,2025-11-19,0.5762461391921895,0.6776601928828065,0.8503467449383507,0.1014140536906171,130024PCTR0000,UNLAGUER,K013201,KR6BNUL3,LATA 1/3 SR.,NO,BEER UNLAGUER 5º 33CL L B24SH P X,13.170277777777779,10.0875,2.1855555555555557,0.8972222222222223,40.55861111111111,6787.91,2056943.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,790.2166666666667,605.25,131.13333333333335,53.833333333333336
PRT9900015527-M,19.0,3BNULLB0,2025-03-01,0.7247084834004921,0.782566059266127,0.926066847417466,0.05785757586563492,130024PCTR0000,UNLAGUER,K013201,KR6BNUL3,LATA 1/3 SR.,SI,BEER UNLAGUER 5º 33CL L B24SH P X,2.6838888888888888,2.6444444444444444,0.03944444444444444,0.0,15.579444444444444,3353.33,1016160.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,161.03333333333333,158.66666666666666,2.3666666666666667,0.0
0000674655-1,19.0,3BNURLB4,2025-10-10,0.6615676801068006,0.7332845949682936,0.9021977069290622,0.07171691486149298,130024PCTR0000,PUERTO CRISTO,K013201,KR6BNUR3,LATA 1/3 SR.,NO,BEER PUERTO CRISTO 5º 33CL B24H P CUB X,9.743611111111111,8.019444444444444,0.38722222222222225,1.3369444444444445,36.293055555555554,6868.42,2081339.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,584.6166666666667,481.16666666666663,23.233333333333334,80.21666666666667
0000676482-1,19.0,3BNURLB4,2025-10-06,0.7004964953271028,0.7744075433911882,0.904557944076289,0.07391104806408545,130024PCTR0000,PUERTO CRISTO,K013201,KR6BNUR3,LATA 1/3 SR.,NO,BEER PUERTO CRISTO 5º 33CL B24H P CUB X,3.508055555555555,2.3944444444444444,0.21194444444444444,0.9016666666666666,14.217222222222222,2770.29,839483.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,210.4833333333333,143.66666666666666,12.716666666666667,54.099999999999994
0000690687-1,19.0,3BNURLB4,2025-11-04,0.7694019223923105,0.8263260946956212,0.931111733408009,0.05692417230331079,130024PCTR0000,PUERTO CRISTO,K013201,KR6BNUR3,LATA 1/3 SR.,NO,BEER PUERTO CRISTO 5º 33CL B24H P CUB X,2.710277777777778,2.3669444444444445,0.0,0.0,15.605555555555556,3566.1,1080637.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,162.61666666666667,142.01666666666668,0.0,0.0
0000677826-1,17.0,3BNWILBM,2025-10-18,0.4654773337273152,0.5777129349191106,0.8057242716791339,0.11223560119179532,130024PCTR0000,WIERQUER,K013301,KR6BNWIN,LATA 1/3 SR.,NO,"BEER WIERQUER 4,5º 33CL L B24SH P",8.893611111111111,8.818888888888889,0.0,0.07472222222222222,22.636388888888888,3119.11,945186.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,533.6166666666667,529.1333333333333,0.0,4.483333333333333
0000530634-1,19.0,3BNZFLB1,2025-01-24,0.8502371503242667,0.9003000677572355,0.9443930760133319,0.050062917432968736,130024PCTR0000,LA FRÍA,K013301,KR6BNZF0,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",1.4305555555555556,0.9658333333333333,0.0,0.0,14.348611111111111,3623.38,1097993.0,0,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,85.83333333333333,57.95,0.0,0.0
0000530635-1,19.0,3BNZFLB1,2025-01-28,0.8259173500929612,0.882002030317893,0.9364120735586995,0.05608468022493185,130024PCTR0000,LA FRÍA,K013301,KR6BNZF0,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",2.823888888888889,2.8194444444444446,0.0,0.0044444444444444444,24.3575,5973.78,1810237.0,1,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,169.43333333333334,169.16666666666669,0.0,0.26666666666666666
0000538464-1,14.0,3BNZFLB1,2025-02-12,0.2579873125720877,0.31156286043829295,0.8280425728829246,0.0535755478662053,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",6.144166666666667,6.141388888888889,0.0,0.002777777777777778,9.636111111111111,492.12,149126.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,368.65000000000003,368.48333333333335,0.0,0.16666666666666669
0000541564-1,14.0,3BNZFLB1,2025-02-21,0.5456935625225147,0.5959115861690745,0.9157290698618642,0.050218023646559744,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",20.65861111111111,20.656388888888888,0.0,0.0022222222222222222,51.66583333333333,5582.13,1691556.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1239.5166666666667,1239.3833333333332,0.0,0.13333333333333333
0000543949-1,14.0,3BNZFLB1,2025-02-25,0.5073373539513253,0.5554368724631489,0.9134023668639053,0.04809951851182358,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",6.655277777777778,6.655277777777778,0.0,0.0,16.90361111111111,1698.05,514560.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,399.31666666666666,399.31666666666666,0.0,0.0
0000546673-1,14.0,3BNZFLB1,2025-03-05,0.5689154014512866,0.6392358306233904,0.8899929794243128,0.07032042917210381,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",14.109722222222222,13.445277777777777,0.6208333333333333,0.043611111111111114,40.27611111111111,4532.05,1373348.0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.5833333333334,806.7166666666666,37.25,2.6166666666666667
0000546715-1,19.0,3BNZFLB1,2025-03-08,0.8010469330871646,0.8578375071113449,0.9337979820730675,0.05679057402418036,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,NO,"BEER LA FRIA 4,5º 33CL L B24SH P X",10.958333333333334,10.458333333333334,0.14833333333333334,0.3516666666666667,77.98583333333333,18470.1,5596987.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,657.5,627.5,8.9,21.1
0000563564-1,19.0,3BNZFLB1,2025-04-08,0.8229064796445836,0.8951353767917517,0.9193095267823699,0.07222889714716813,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,SI,"BEER LA FRIA 4,5º 33CL L B24SH P X",3.0569444444444445,3.0166666666666666,0.04027777777777778,0.0,29.824166666666667,7289.2,2208847.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,183.41666666666666,181.0,2.416666666666667,0.0
0000570214-1,19.0,3BNZFLB1,2025-04-22,0.5512460861853655,0.6401824335330208,0.8610765577292774,0.08893634734765533,130024PCTR0000,LA FRÍA,K013301,KR6BNZF1,LATA 1/3 SR.,NO,"BEER LA FRIA 4,5º 33CL L B24SH P X",6.773055555555556,4.605277777777777,0.2861111111111111,1.8816666666666666,17.22972222222222,2512.79,761452.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,406.3833333333333,276.31666666666666,17.166666666666664,112.89999999999999
